Record Length,1.024000e+03,,          0.00000, -38.18970,
Sample Interval,4.932134e-01,,          0.49321, -41.78970,
Trigger Point,0.000000000000e+00,,          0.98643, -65.78970,
,,,          1.47964, -66.98970,
,,,          1.97285, -66.98970,
,,,          2.46607, -65.78970,
Source,MATH,,          2.95928, -65.78970,
Vertical Units,dB,,          3.45249, -66.98970,
Vertical Scale,1.000000e+01,,          3.94571, -66.98970,
Vertical Offset,0.000000e+00,,          4.43892, -63.38970,
Horizontal Units,Hz,,          4.93213, -66.98970,
Horizontal Scale,5.050505e+01,,          5.42535, -66.98970,
Pt Fmt,Y,,          5.91856, -66.98970,
Yzero,-2.698970e+01,,          6.41177, -66.98970,
Probe Atten,0.000000e+00,,          6.90499, -66.98970,
Firmware Version,FV:v6.08,,          7.39820, -65.78970,
,,,7.89141, -66.98970,
,,,8.38462, -66.98970,
,,,8.87783, -65.78970,
,,,9.37104, -66.98970,
,,,9.86425, -66.98970,
,,,10.35746, -66.98970,
,,,10.85067, -66.98970,
,,,11.34388, -65.78970,
,,,11.83709, -63.78970,
,,,12.33030, -66.98970,
,,,12.82351, -66.98970,
,,,13.31672, -66.98970,
,,,13.80993, -65.78970,
,,,14.30314, -66.98970,
,,,14.79635, -66.98970,
,,,15.28956, -66.98970,
,,,15.78277, -65.78970,
,,,16.27598, -66.98970,
,,,16.76919, -66.98970,
,,,17.26240, -66.98970,
,,,17.75561, -66.98970,
,,,18.24882, -65.78970,
,,,18.74203, -66.98970,
,,,19.23524, -66.98970,
,,,19.72845, -66.98970,
,,,20.22166, -61.78970,
,,,20.71487, -63.38970,
,,,21.20808, -66.98970,
,,,21.70129, -65.78970,
,,,22.19450, -66.98970,
,,,22.68771, -65.78970,
,,,23.18092, -66.98970,
,,,23.67413, -66.98970,
,,,24.16734, -66.98970,
,,,24.66055, -66.98970,
,,,25.15376, -66.98970,
,,,25.64697, -66.98970,
,,,26.14018, -66.98970,
,,,26.63339, -66.98970,
,,,27.12660, -66.98970,
,,,27.61981, -65.78970,
,,,28.11302, -65.78970,
,,,28.60623, -66.98970,
,,,29.09944, -66.98970,
,,,29.59265, -63.38970,
,,,30.08586, -66.98970,
,,,30.57907, -66.98970,
,,,31.07228, -66.98970,
,,,31.56549, -66.98970,
,,,32.05870, -66.98970,
,,,32.55191, -65.78970,
,,,33.04512, -63.78970,
,,,33.53833, -65.78970,
,,,34.03154, -63.78970,
,,,34.52475, -65.78970,
,,,35.01796, -66.98970,
,,,35.51117, -66.98970,
,,,36.00438, -66.98970,
,,,36.49759, -65.78970,
,,,36.99080, -66.98970,
,,,37.48401, -66.98970,
,,,37.97722, -63.38970,
,,,38.47043, -66.98970,
,,,38.96364, -66.98970,
,,,39.45685, -66.98970,
,,,39.95006, -66.98970,
,,,40.44327, -66.98970,
,,,40.93648, -66.98970,
,,,41.42969, -66.98970,
,,,41.92290, -66.98970,
,,,42.41611, -65.78970,
,,,42.90932, -66.98970,
,,,43.40253, -66.98970,
,,,43.89574, -66.98970,
,,,44.38895, -66.98970,
,,,44.88216, -66.98970,
,,,45.37537, -66.98970,
,,,45.86858, -66.98970,
,,,46.36179, -66.98970,
,,,46.85500, -66.98970,
,,,47.34821, -66.98970,
,,,47.84142, -66.98970,
,,,48.33463, -66.98970,
,,,48.82784, -66.98970,
,,,49.32105, -65.78970,
,,,49.81426, -57.78970,
,,,50.30747, -61.78970,
,,,50.80068, -66.98970,
,,,51.29389, -66.98970,
,,,51.78710, -65.78970,
,,,52.28031, -66.98970,
,,,52.77352, -66.98970,
,,,53.26673, -66.98970,
,,,53.75994, -65.78970,
,,,54.25315, -66.98970,
,,,54.74636, -66.98970,
,,,55.23957, -66.98970,
,,,55.73278, -66.98970,
,,,56.22599, -66.98970,
,,,56.71920, -66.98970,
,,,57.21241, -66.98970,
,,,57.70562, -66.98970,
,,,58.19883, -66.98970,
,,,58.69204, -66.98970,
,,,59.18525, -66.98970,
,,,59.67846, -66.98970,
,,,60.17167, -66.98970,
,,,60.66488, -66.98970,
,,,61.15809, -66.98970,
,,,61.65130, -66.98970,
,,,62.14451, -66.98970,
,,,62.63772, -66.98970,
,,,63.13093, -66.98970,
,,,63.62414, -66.98970,
,,,64.11735, -66.98970,
,,,64.61056, -66.98970,
,,,65.10377, -66.98970,
,,,65.59698, -66.98970,
,,,66.09019, -66.98970,
,,,66.58340, -66.98970,
,,,67.07661, -66.98970,
,,,67.56982, -66.98970,
,,,68.06303, -66.98970,
,,,68.55624, -66.98970,
,,,69.04945, -66.98970,
,,,69.54266, -66.98970,
,,,70.03587, -66.98970,
,,,70.52908, -63.38970,
,,,71.02229, -63.38970,
,,,71.51550, -66.98970,
,,,72.00871, -66.98970,
,,,72.50192, -66.98970,
,,,72.99513, -65.78970,
,,,73.48834, -66.98970,
,,,73.98155, -66.98970,
,,,74.47476, -65.78970,
,,,74.96797, -66.98970,
,,,75.46118, -66.98970,
,,,75.95439, -66.98970,
,,,76.44760, -66.98970,
,,,76.94081, -66.98970,
,,,77.43402, -66.98970,
,,,77.92723, -66.98970,
,,,78.42044, -65.78970,
,,,78.91365, -66.98970,
,,,79.40686, -66.98970,
,,,79.90007, -66.98970,
,,,80.39328, -62.98970,
,,,80.88649, -65.78970,
,,,81.37970, -66.98970,
,,,81.87291, -66.98970,
,,,82.36612, -66.98970,
,,,82.85933, -66.98970,
,,,83.35254, -66.98970,
,,,83.84575, -66.98970,
,,,84.33896, -66.98970,
,,,84.83217, -66.98970,
,,,85.32538, -66.98970,
,,,85.81859, -66.98970,
,,,86.31180, -66.98970,
,,,86.80501, -66.98970,
,,,87.29822, -66.98970,
,,,87.79143, -65.78970,
,,,88.28464, -66.98970,
,,,88.77785, -66.98970,
,,,89.27106, -66.98970,
,,,89.76427, -66.98970,
,,,90.25748, -66.98970,
,,,90.75069, -65.78970,
,,,91.24390, -63.78970,
,,,91.73711, -61.78970,
,,,92.23032, -66.98970,
,,,92.72353, -66.98970,
,,,93.21674, -66.98970,
,,,93.70995, -66.98970,
,,,94.20316, -66.98970,
,,,94.69637, -66.98970,
,,,95.18958, -66.98970,
,,,95.68279, -66.98970,
,,,96.17600, -66.98970,
,,,96.66921, -66.98970,
,,,97.16242, -66.98970,
,,,97.65563, -66.98970,
,,,98.14884, -66.98970,
,,,98.64205, -66.98970,
,,,99.13526, -66.98970,
,,,99.62847, -63.38970,
,,,100.12168, -65.78970,
,,,100.61489, -66.98970,
,,,101.10810, -66.98970,
,,,101.60131, -66.98970,
,,,102.09452, -66.98970,
,,,102.58773, -66.98970,
,,,103.08094, -66.98970,
,,,103.57415, -66.98970,
,,,104.06736, -66.98970,
,,,104.56057, -66.98970,
,,,105.05378, -66.98970,
,,,105.54699, -66.98970,
,,,106.04020, -66.98970,
,,,106.53341, -66.98970,
,,,107.02662, -66.98970,
,,,107.51983, -66.98970,
,,,108.01304, -66.98970,
,,,108.50625, -65.78970,
,,,108.99946, -66.98970,
,,,109.49267, -66.98970,
,,,109.98588, -66.98970,
,,,110.47909, -66.98970,
,,,110.97230, -66.98970,
,,,111.46551, -66.98970,
,,,111.95872, -66.98970,
,,,112.45193, -66.98970,
,,,112.94514, -66.98970,
,,,113.43835, -66.98970,
,,,113.93156, -66.98970,
,,,114.42477, -66.98970,
,,,114.91798, -66.98970,
,,,115.41119, -65.78970,
,,,115.90440, -66.98970,
,,,116.39761, -66.98970,
,,,116.89082, -66.98970,
,,,117.38403, -66.98970,
,,,117.87724, -66.98970,
,,,118.37045, -66.98970,
,,,118.86366, -66.98970,
,,,119.35687, -66.98970,
,,,119.85008, -66.98970,
,,,120.34329, -66.98970,
,,,120.83650, -66.98970,
,,,121.32971, -66.98970,
,,,121.82292, -66.98970,
,,,122.31613, -66.98970,
,,,122.80934, -66.98970,
,,,123.30255, -66.98970,
,,,123.79576, -66.98970,
,,,124.28897, -66.98970,
,,,124.78218, -66.98970,
,,,125.27539, -66.98970,
,,,125.76860, -66.98970,
,,,126.26181, -66.98970,
,,,126.75502, -66.98970,
,,,127.24823, -66.98970,
,,,127.74144, -66.98970,
,,,128.23465, -66.98970,
,,,128.72786, -66.98970,
,,,129.22107, -66.98970,
,,,129.71428, -65.78970,
,,,130.20749, -65.78970,
,,,130.70070, -66.98970,
,,,131.19391, -66.98970,
,,,131.68712, -66.98970,
,,,132.18033, -66.98970,
,,,132.67354, -66.98970,
,,,133.16675, -66.98970,
,,,133.65996, -66.98970,
,,,134.15317, -66.98970,
,,,134.64638, -66.98970,
,,,135.13959, -66.98970,
,,,135.63280, -66.98970,
,,,136.12601, -66.98970,
,,,136.61922, -65.78970,
,,,137.11243, -65.78970,
,,,137.60564, -66.98970,
,,,138.09885, -66.98970,
,,,138.59206, -66.98970,
,,,139.08527, -66.98970,
,,,139.57848, -66.98970,
,,,140.07169, -66.98970,
,,,140.56490, -66.98970,
,,,141.05811, -66.98970,
,,,141.55132, -65.78970,
,,,142.04453, -66.98970,
,,,142.53774, -63.78970,
