Record Length,2500,Points,-449.999992270E-6,0.0,,Record Length,2500,Points,-449.999992270E-6,200.00000298E-3,
Sample Interval,200.00000234E-9,s,-449.799990747E-6,0.0,,Sample Interval,200.00000234E-9,s,-449.799990747E-6,0.0,
Trigger Point,2.2500000E3,Samples,-449.599989224E-6,0.0,,Trigger Point,2.2500000E3,Samples,-449.599989224E-6,-200.00000298E-3,
,,,-449.399987701E-6,0.0,,,,,-449.399987701E-6,0.0,
,,,-449.199986178E-6,0.0,,,,,-449.199986178E-6,200.00000298E-3,
,,,-448.999984656E-6,-8.000000380E-3,,,,,-448.999984656E-6,0.0,
Source,CH1,,-448.799983133E-6,8.000000380E-3,,Source,CH2,,-448.799983133E-6,0.0,
Vertical Units,Volts,,-448.599981610E-6,0.0,,Vertical Units,Volts,,-448.599981610E-6,200.00000298E-3,
Vertical Scale,200.00000950E-3,,-448.399980087E-6,0.0,,Vertical Scale,5.00000007,,-448.399980087E-6,0.0,
Vertical Offset,0,,-448.199978564E-6,0.0,,Vertical Offset,0,,-448.199978564E-6,0.0,
Horizontal Units,s,,-448.000006145E-6,-8.000000380E-3,,Horizontal Units,s,,-448.000006145E-6,0.0,
Horizontal Scale,50.00000058E-6,,-447.800004622E-6,0.0,,Horizontal Scale,50.00000058E-6,,-447.800004622E-6,-200.00000298E-3,
Pt Fmt,Y,,-447.600003099E-6,8.000000380E-3,,Pt Fmt,Y,,-447.600003099E-6,0.0,
Yzero,0.0,,-447.400001576E-6,0.0,,Yzero,-1.000000,,-447.400001576E-6,200.00000298E-3,
Probe Atten,1.000000,,-447.200000053E-6,-8.000000380E-3,,Probe Atten,1.000000,,-447.200000053E-6,0.0,
,,,-446.999998530E-6,8.000000380E-3,,,,,-446.999998530E-6,0.0,
Note,TDS 1002B - 11:55:29 AM   2/17/2023,,-446.799997007E-6,0.0,,Note,TDS 1002B - 11:55:29 AM   2/17/2023,,-446.799997007E-6,0.0,
,,,-446.599995485E-6,8.000000380E-3,,,,,-446.599995485E-6,200.00000298E-3,
,,,-446.399993962E-6,0.0,,,,,-446.399993962E-6,200.00000298E-3,
,,,-446.199992439E-6,0.0,,,,,-446.199992439E-6,200.00000298E-3,
,,,-445.999990916E-6,0.0,,,,,-445.999990916E-6,0.0,
,,,-445.799989393E-6,0.0,,,,,-445.799989393E-6,0.0,
,,,-445.599987870E-6,8.000000380E-3,,,,,-445.599987870E-6,200.00000298E-3,
,,,-445.399986347E-6,0.0,,,,,-445.399986347E-6,200.00000298E-3,
,,,-445.199984824E-6,0.0,,,,,-445.199984824E-6,-200.00000298E-3,
,,,-444.999983301E-6,0.0,,,,,-444.999983301E-6,0.0,
,,,-444.799981778E-6,0.0,,,,,-444.799981778E-6,-200.00000298E-3,
,,,-444.599980256E-6,0.0,,,,,-444.599980256E-6,-200.00000298E-3,
,,,-444.399978733E-6,0.0,,,,,-444.399978733E-6,200.00000298E-3,
,,,-444.200006314E-6,0.0,,,,,-444.200006314E-6,0.0,
,,,-444.000004791E-6,0.0,,,,,-444.000004791E-6,0.0,
,,,-443.800003268E-6,-8.000000380E-3,,,,,-443.800003268E-6,0.0,
,,,-443.600001745E-6,0.0,,,,,-443.600001745E-6,-200.00000298E-3,
,,,-443.400000222E-6,-8.000000380E-3,,,,,-443.400000222E-6,0.0,
,,,-443.199998699E-6,0.0,,,,,-443.199998699E-6,-200.00000298E-3,
,,,-442.999997176E-6,-8.000000380E-3,,,,,-442.999997176E-6,0.0,
,,,-442.799995653E-6,8.000000380E-3,,,,,-442.799995653E-6,0.0,
,,,-442.599994130E-6,0.0,,,,,-442.599994130E-6,200.00000298E-3,
,,,-442.399992608E-6,0.0,,,,,-442.399992608E-6,0.0,
,,,-442.199991085E-6,8.000000380E-3,,,,,-442.199991085E-6,200.00000298E-3,
,,,-441.999989562E-6,0.0,,,,,-441.999989562E-6,200.00000298E-3,
,,,-441.799988039E-6,-8.000000380E-3,,,,,-441.799988039E-6,0.0,
,,,-441.599986516E-6,0.0,,,,,-441.599986516E-6,0.0,
,,,-441.399984993E-6,-8.000000380E-3,,,,,-441.399984993E-6,0.0,
,,,-441.199983470E-6,-8.000000380E-3,,,,,-441.199983470E-6,0.0,
,,,-440.999981947E-6,8.000000380E-3,,,,,-440.999981947E-6,0.0,
,,,-440.799980424E-6,-8.000000380E-3,,,,,-440.799980424E-6,200.00000298E-3,
,,,-440.599978901E-6,-8.000000380E-3,,,,,-440.599978901E-6,0.0,
,,,-440.400006482E-6,8.000000380E-3,,,,,-440.400006482E-6,-200.00000298E-3,
,,,-440.200004959E-6,0.0,,,,,-440.200004959E-6,0.0,
,,,-440.000003437E-6,0.0,,,,,-440.000003437E-6,0.0,
,,,-439.800001914E-6,-8.000000380E-3,,,,,-439.800001914E-6,0.0,
,,,-439.600000391E-6,0.0,,,,,-439.600000391E-6,-200.00000298E-3,
